# register#,plate_x,plate_y,Seconds,i0,i1,mon,bstop,Omron,CH6,    CH7,TEMP,marccd,ICRxT,OCRxT,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,    ROI10,RIO11,ROI12,ROI13,SWX,CCD1,CTEMP,Timer,pd1,pd2,pd3,pd4,pd5,pd6,pd7,    pd8,pd9,pd10,pd11,pd12,pd13,pd14,pd15,pd16,scan#,Imax,Iave,ratio,scan#,texture,Co,V,Zr,Co_adjusted,V_adjusted,Zr_adjusted,# peak_position, peak_width, peak_intensity
4.39E+02,6.00E+00,1.50E+01,3.00E+01,3.77E+06,4.17E+06,0.00E+00,1.42E+07,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,3.53E+06,2.55E+06,1.22E+05,2.19E+06,3.20E+05,6.67E+03,2.10E+04,5.61E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.38E+02,2.45E+03,1.40E+03,1.75E+00,3.38E+02,3.85E-06,66.17966946,15.50909805,18.31123249,66.25923833,15.5118023,18.22895936,3.04E+00,5.27E-01,1.06E+03
4.40E+02,9.00E+00,1.50E+01,3.00E+01,3.77E+06,4.12E+06,0.00E+00,1.43E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,3.47E+06,2.52E+06,1.16E+05,2.16E+06,3.15E+05,6.70E+03,2.02E+04,5.45E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.39E+02,2.41E+03,1.38E+03,1.74E+00,3.39E+02,4.01E-06,66.04740368,14.93403579,19.01856053,66.16752493,14.92085408,18.91162099,3.04E+00,5.36E-01,1.04E+03
4.41E+02,1.20E+01,1.50E+01,3.00E+01,3.78E+06,4.15E+06,0.00E+00,1.41E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.49E+01,3.47E+06,2.53E+06,1.13E+05,2.16E+06,3.14E+05,7.03E+03,1.95E+04,5.52E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.40E+02,2.40E+03,1.38E+03,1.74E+00,3.40E+02,3.85E-06,65.86373918,14.38115834,19.75510248,66.02469099,14.35366793,19.62164108,3.03E+00,5.45E-01,1.04E+03
4.42E+02,1.50E+01,1.50E+01,3.00E+01,3.81E+06,4.20E+06,0.00E+00,1.39E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.53E+01,3.47E+06,2.52E+06,1.11E+05,2.17E+06,3.16E+05,7.31E+03,1.92E+04,5.36E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.41E+02,2.43E+03,1.41E+03,1.73E+00,3.41E+02,3.92E-06,65.62958183,13.85124446,20.51917371,65.83165523,13.81097283,20.35737194,3.02E+00,5.53E-01,1.04E+03
4.43E+02,1.80E+01,1.50E+01,3.00E+01,3.80E+06,4.19E+06,0.00E+00,1.41E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,3.43E+06,2.51E+06,1.07E+05,2.16E+06,3.16E+05,7.36E+03,1.87E+04,5.43E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.42E+02,2.40E+03,1.40E+03,1.72E+00,3.42E+02,3.64E-06,65.34480978,13.34261353,21.31257669,65.58845188,13.29103726,21.12051087,3.01E+00,5.63E-01,1.03E+03
4.44E+02,2.10E+01,1.50E+01,3.00E+01,3.80E+06,4.19E+06,0.00E+00,1.41E+07,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,3.40E+06,2.49E+06,1.04E+05,2.14E+06,3.11E+05,7.81E+03,1.82E+04,5.36E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.43E+02,2.38E+03,1.39E+03,1.72E+00,3.43E+02,3.69E-06,65.00920787,12.85351921,22.13727291,65.29512993,12.79194967,21.9129204,3.00E+00,5.73E-01,1.01E+03
4.45E+02,2.40E+01,1.50E+01,3.00E+01,3.80E+06,4.17E+06,0.00E+00,1.41E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,3.36E+06,2.47E+06,9.96E+04,2.11E+06,3.08E+05,8.15E+03,1.77E+04,5.38E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.44E+02,2.36E+03,1.38E+03,1.71E+00,3.44E+02,3.79E-06,64.62436474,12.38470274,22.99093252,64.95296359,12.31446736,22.73256905,2.99E+00,5.84E-01,9.97E+02
4.46E+02,2.70E+01,1.50E+01,3.00E+01,3.79E+06,4.17E+06,0.00E+00,1.40E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,3.32E+06,2.45E+06,9.60E+04,2.09E+06,3.05E+05,8.41E+03,1.69E+04,5.38E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.45E+02,2.34E+03,1.38E+03,1.70E+00,3.45E+02,3.77E-06,64.18938987,11.93367272,23.87693741,64.5614719,11.85610085,23.58242725,2.98E+00,5.95E-01,9.77E+02
4.47E+02,3.00E+01,1.50E+01,3.00E+01,3.51E+06,3.93E+06,0.00E+00,4.11E+04,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.53E+01,3.27E+06,2.42E+06,9.27E+04,2.07E+06,3.04E+05,8.61E+03,1.69E+04,5.28E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.46E+02,2.33E+03,1.38E+03,1.69E+00,3.46E+02,3.72E-06,63.70646945,11.5011656,24.79236495,64.12249866,11.41739215,24.46010919,2.97E+00,6.07E-01,9.67E+02
4.52E+02,-3.00E+01,1.80E+01,3.00E+01,3.77E+06,4.04E+06,0.00E+00,1.42E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,3.49E+06,2.54E+06,1.55E+05,2.14E+06,3.08E+05,4.32E+03,2.57E+04,5.45E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.47E+02,2.39E+03,1.33E+03,1.79E+00,3.47E+02,4.17E-06,66.91554908,22.28797983,10.79647109,66.50622464,22.61499011,10.87878525,3.11E+00,4.42E-01,1.06E+03
4.53E+02,-2.70E+01,1.80E+01,3.00E+01,3.78E+06,4.11E+06,0.00E+00,1.42E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,3.60E+06,2.59E+06,1.53E+05,2.19E+06,3.15E+05,4.44E+03,2.58E+04,5.69E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.48E+02,2.46E+03,1.37E+03,1.79E+00,3.48E+02,4.16E-06,67.36539536,21.45389534,11.1807093,66.99970135,21.74397531,11.25632334,3.11E+00,4.46E-01,1.10E+03
4.54E+02,-2.40E+01,1.80E+01,3.00E+01,3.80E+06,4.17E+06,0.00E+00,1.42E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,3.69E+06,2.63E+06,1.51E+05,2.23E+06,3.24E+05,4.61E+03,2.50E+04,5.74E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.49E+02,2.52E+03,1.40E+03,1.79E+00,3.49E+02,4.17E-06,67.76919587,20.64908384,11.5817203,67.44631787,20.90404788,11.64963425,3.11E+00,4.50E-01,1.13E+03
4.55E+02,-2.10E+01,1.80E+01,3.00E+01,3.79E+06,4.17E+06,0.00E+00,1.42E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.54E+01,3.69E+06,2.63E+06,1.46E+05,2.25E+06,3.25E+05,4.79E+03,2.45E+04,5.69E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.50E+02,2.54E+03,1.42E+03,1.79E+00,3.50E+02,4.13E-06,68.12516987,19.87577852,11.99905161,67.84433276,20.09756184,12.05810541,3.10E+00,4.54E-01,1.14E+03
4.56E+02,-1.80E+01,1.80E+01,3.00E+01,3.77E+06,4.18E+06,0.00E+00,1.42E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,3.75E+06,2.66E+06,1.43E+05,2.27E+06,3.28E+05,4.93E+03,2.39E+04,5.91E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.51E+02,2.56E+03,1.43E+03,1.79E+00,3.51E+02,4.00E-06,68.43416045,19.13074329,12.43509626,68.19469182,19.32134773,12.48396045,3.10E+00,4.59E-01,1.15E+03
4.57E+02,-1.50E+01,1.80E+01,3.00E+01,3.77E+06,4.23E+06,0.00E+00,1.42E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,3.80E+06,2.69E+06,1.41E+05,2.31E+06,3.35E+05,5.20E+03,2.38E+04,5.86E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.52E+02,2.60E+03,1.45E+03,1.79E+00,3.52E+02,3.89E-06,68.69494486,18.41592158,12.88913356,68.49619232,18.57722531,12.92658236,3.10E+00,4.63E-01,1.17E+03
4.58E+02,-1.20E+01,1.80E+01,3.00E+01,3.76E+06,4.19E+06,0.00E+00,1.42E+07,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,3.77E+06,2.67E+06,1.35E+05,2.30E+06,3.33E+05,5.21E+03,2.31E+04,5.85E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.53E+02,2.58E+03,1.44E+03,1.79E+00,3.53E+02,3.98E-06,68.90777526,17.72939127,13.36283348,68.74925903,17.8632529,13.38748807,3.09E+00,4.69E-01,1.16E+03
4.59E+02,-9.00E+00,1.80E+01,3.00E+01,3.76E+06,4.14E+06,0.00E+00,1.41E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,3.73E+06,2.66E+06,1.30E+05,2.29E+06,3.31E+05,5.34E+03,2.22E+04,5.81E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.54E+02,2.55E+03,1.42E+03,1.79E+00,3.54E+02,3.96E-06,69.07289621,17.06914406,13.85795973,68.9541116,17.17745141,13.86843699,3.09E+00,4.75E-01,1.14E+03
4.60E+02,-6.00E+00,1.80E+01,3.00E+01,3.75E+06,4.13E+06,0.00E+00,1.42E+07,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,3.72E+06,2.65E+06,1.26E+05,2.28E+06,3.30E+05,5.59E+03,2.18E+04,5.79E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.55E+02,2.55E+03,1.43E+03,1.79E+00,3.55E+02,4.08E-06,69.18954739,16.43671173,14.37374088,69.11015023,16.52127105,14.36857872,3.09E+00,4.80E-01,1.14E+03
4.61E+02,-3.00E+00,1.80E+01,3.00E+01,3.75E+06,4.16E+06,0.00E+00,1.42E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,3.77E+06,2.67E+06,1.23E+05,2.29E+06,3.33E+05,5.70E+03,2.10E+04,5.74E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.56E+02,2.57E+03,1.44E+03,1.78E+00,3.56E+02,4.10E-06,69.25799383,15.82915456,14.91285161,69.21785044,15.89171605,14.89043351,3.08E+00,4.87E-01,1.15E+03
4.62E+02,0.00E+00,1.80E+01,3.00E+01,3.78E+06,4.22E+06,0.00E+00,1.42E+07,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,3.83E+06,2.70E+06,1.20E+05,2.32E+06,3.37E+05,6.01E+03,2.10E+04,5.96E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.57E+02,2.61E+03,1.47E+03,1.78E+00,3.57E+02,4.09E-06,69.27805878,15.24758153,15.4743597,69.27694163,15.28988251,15.43317586,3.08E+00,4.93E-01,1.16E+03
4.63E+02,3.00E+00,1.80E+01,3.00E+01,3.78E+06,4.21E+06,0.00E+00,1.41E+07,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,3.80E+06,2.69E+06,1.16E+05,2.31E+06,3.37E+05,6.07E+03,2.04E+04,5.75E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.58E+02,2.59E+03,1.46E+03,1.77E+00,3.58E+02,4.09E-06,69.24977423,14.69011033,16.06011544,69.28768065,14.7137754,15.99854395,3.07E+00,5.00E-01,1.15E+03
4.64E+02,6.00E+00,1.80E+01,3.00E+01,3.77E+06,4.20E+06,0.00E+00,1.41E+07,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,3.78E+06,2.68E+06,1.13E+05,2.31E+06,3.35E+05,6.41E+03,1.98E+04,5.80E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.59E+02,2.58E+03,1.46E+03,1.77E+00,3.59E+02,4.06E-06,69.17314826,14.15496017,16.67189157,69.25016781,14.1615707,16.58826149,3.07E+00,5.07E-01,1.15E+03
4.65E+02,9.00E+00,1.80E+01,3.00E+01,3.75E+06,4.17E+06,0.00E+00,1.39E+07,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,3.73E+06,2.65E+06,1.09E+05,2.28E+06,3.32E+05,6.45E+03,1.92E+04,5.88E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.60E+02,2.55E+03,1.45E+03,1.76E+00,3.60E+02,4.04E-06,69.04825506,13.64302815,17.30871679,69.16464416,13.63413212,17.20122372,3.06E+00,5.14E-01,1.12E+03
4.66E+02,1.20E+01,1.80E+01,3.00E+01,3.74E+06,4.21E+06,0.00E+00,1.41E+07,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,3.73E+06,2.66E+06,1.07E+05,2.29E+06,3.32E+05,6.74E+03,1.88E+04,5.84E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.61E+02,2.56E+03,1.46E+03,1.76E+00,3.61E+02,4.01E-06,68.87491474,13.1516811,17.97340415,69.03095119,13.12871484,17.84033396,3.05E+00,5.21E-01,1.12E+03
4.67E+02,1.50E+01,1.80E+01,3.00E+01,3.74E+06,4.16E+06,0.00E+00,1.42E+07,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.49E+01,3.66E+06,2.63E+06,1.02E+05,2.26E+06,3.29E+05,6.94E+03,1.82E+04,5.64E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.62E+02,2.51E+03,1.43E+03,1.75E+00,3.62E+02,3.99E-06,68.65378806,12.68165756,18.66455439,68.84977273,12.64605891,18.50416836,3.05E+00,5.30E-01,1.10E+03
4.68E+02,1.80E+01,1.80E+01,3.00E+01,3.74E+06,4.12E+06,0.00E+00,1.42E+07,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.49E+01,3.58E+06,2.59E+06,9.85E+04,2.22E+06,3.24E+05,7.03E+03,1.79E+04,5.64E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.63E+02,2.46E+03,1.41E+03,1.74E+00,3.63E+02,3.97E-06,68.38467216,12.23121556,19.38411228,68.62121742,12.18429769,19.1944849,3.04E+00,5.37E-01,1.07E+03
4.69E+02,2.10E+01,1.80E+01,3.00E+01,3.73E+06,4.12E+06,0.00E+00,1.41E+07,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,3.54E+06,2.56E+06,9.54E+04,2.21E+06,3.23E+05,7.10E+03,1.73E+04,5.48E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.64E+02,2.44E+03,1.41E+03,1.74E+00,3.64E+02,3.85E-06,68.06727619,11.7986926,20.13403121,68.34501015,11.74181674,19.91317311,3.03E+00,5.45E-01,1.06E+03
4.70E+02,2.40E+01,1.80E+01,3.00E+01,3.77E+06,4.19E+06,0.00E+00,1.40E+07,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.53E+01,3.54E+06,2.55E+06,9.27E+04,2.21E+06,3.24E+05,7.44E+03,1.68E+04,5.63E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.65E+02,2.47E+03,1.43E+03,1.73E+00,3.65E+02,3.88E-06,67.70283276,11.38481225,20.91235499,68.02229279,11.31914058,20.65856663,3.02E+00,5.55E-01,1.06E+03
4.71E+02,2.70E+01,1.80E+01,3.00E+01,3.77E+06,4.19E+06,0.00E+00,1.41E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.49E+01,3.53E+06,2.56E+06,9.02E+04,2.19E+06,3.20E+05,7.71E+03,1.64E+04,5.34E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.66E+02,2.44E+03,1.42E+03,1.72E+00,3.66E+02,3.84E-06,67.29051049,10.98712619,21.72236333,67.65257175,10.91382806,21.43360019,3.01E+00,5.63E-01,1.04E+03
4.72E+02,3.00E+01,1.80E+01,3.00E+01,3.50E+06,3.94E+06,0.00E+00,0.00E+00,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,3.48E+06,2.53E+06,8.70E+04,2.18E+06,3.17E+05,8.02E+03,1.60E+04,5.47E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.67E+02,2.42E+03,1.42E+03,1.71E+00,3.67E+02,3.82E-06,66.83203131,10.60620502,22.56176367,67.23744049,10.52637187,22.23618764,3.00E+00,5.74E-01,1.02E+03
4.78E+02,-2.70E+01,2.10E+01,3.00E+01,3.76E+06,4.13E+06,0.00E+00,1.42E+07,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,3.77E+06,2.67E+06,1.40E+05,2.28E+06,3.30E+05,4.28E+03,2.36E+04,5.81E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.68E+02,2.56E+03,1.41E+03,1.82E+00,3.68E+02,4.25E-06,70.33108577,19.42076063,10.2481536,69.97778566,19.70260949,10.31960485,3.12E+00,4.35E-01,1.17E+03
