# register#,plate_x,plate_y,Seconds,i0,i1,mon,bstop,Omron,CH6,CH7,TEMP,marccd,ICRxT,OCRxT,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,ROI10,RIO11,ROI12,ROI13,SWX,CCD1,CTEMP,Timer,pd1,pd2,pd3,pd4,pd5,pd6,pd7,pd8,pd9,pd10,pd11,pd12,pd13,pd14,pd15,pd16,scan#,Imax,Iave,ratio,scan#,texture,Co,V,Zr,Co_adjusted,V_adjusted,Zr_adjusted,peak_position,peak_width,peak_intensity,V_alpha1,V_alpha2,V_beta,Co_alpha1,Co_alpha2,Co_beta
2.93E+02,1.80E+01,-3.00E+00,3.00E+01,3.83E+06,4.57E+06,0.00E+00,0.00E+00,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,8.24E+05,7.57E+05,6.22E+04,3.57E+05,5.63E+04,8.48E+03,9.70E+03,1.46E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.03E+02,1.34E+03,8.06E+02,1.67E+00,2.03E+02,1.07E-05,2.07E+01,1.83E+01,6.10E+01,0.282228026,0.188153732,0.529618241,2.54E+00,5.02E-01,5.33E+02,1.71E+03,8.57E+02,4.05E+02,8.76E+03,4.38E+03,1.76E+03
2.94E+02,2.10E+01,-3.00E+00,3.00E+01,3.81E+06,4.57E+06,0.00E+00,0.00E+00,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,8.20E+05,7.54E+05,5.81E+04,3.57E+05,5.68E+04,8.83E+03,9.13E+03,1.48E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.04E+02,1.36E+03,8.09E+02,1.68E+00,2.04E+02,1.06E-05,2.02E+01,1.73E+01,6.24E+01,0.286828039,0.177666156,0.535505805,2.53E+00,4.98E-01,5.49E+02,1.59E+03,7.96E+02,3.74E+02,8.77E+03,4.39E+03,1.79E+03
2.95E+02,2.40E+01,-3.00E+00,3.00E+01,4.07E+06,4.85E+06,0.00E+00,1.36E+07,1.17E+05,0.00E+00,0.00E+00,0.00E+00,3.53E+01,8.05E+05,7.41E+05,5.50E+04,3.57E+05,5.71E+04,8.90E+03,8.62E+03,1.42E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.05E+02,1.37E+03,8.06E+02,1.70E+00,2.05E+02,1.08E-05,1.98E+01,1.64E+01,6.38E+01,0.291255598,0.167768066,0.540976336,2.53E+00,4.88E-01,5.58E+02,1.51E+03,7.54E+02,3.51E+02,8.78E+03,4.39E+03,1.79E+03
2.96E+02,2.70E+01,-3.00E+00,3.00E+01,4.07E+06,4.85E+06,0.00E+00,1.37E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.53E+01,8.09E+05,7.44E+05,5.15E+04,3.56E+05,5.66E+04,9.00E+03,8.21E+03,1.49E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.06E+02,1.38E+03,8.08E+02,1.71E+00,2.06E+02,1.06E-05,1.94E+01,1.55E+01,6.52E+01,0.295528569,0.158408861,0.54606257,2.52E+00,4.84E-01,5.68E+02,1.43E+03,7.16E+02,3.34E+02,8.73E+03,4.37E+03,1.76E+03
2.97E+02,3.00E+01,-3.00E+00,3.00E+01,3.79E+06,4.54E+06,0.00E+00,0.00E+00,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.54E+01,7.98E+05,7.35E+05,4.91E+04,3.54E+05,5.66E+04,9.00E+03,7.81E+03,1.47E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.07E+02,1.39E+03,8.08E+02,1.72E+00,2.07E+02,1.06E-05,1.89E+01,1.46E+01,6.65E+01,0.29963763,0.149598734,0.550763636,2.52E+00,4.80E-01,5.77E+02,1.36E+03,6.79E+02,3.08E+02,8.69E+03,4.35E+03,1.77E+03
3.02E+02,-3.00E+01,0.00E+00,3.00E+01,4.11E+06,4.87E+06,0.00E+00,1.44E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.57E+01,7.95E+05,7.32E+05,1.27E+05,2.83E+05,4.35E+04,5.25E+03,1.88E+04,1.51E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.11E+02,1.04E+03,7.50E+02,1.38E+00,2.11E+02,1.25E-05,2.59E+01,3.81E+01,3.60E+01,0.20320691,0.432371313,0.364421777,2.59E+00,6.24E-01,1.89E+02,3.54E+03,1.77E+03,8.13E+02,6.95E+03,3.47E+03,1.42E+03
3.03E+02,-2.70E+01,0.00E+00,3.00E+01,4.09E+06,4.85E+06,0.00E+00,1.40E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,8.15E+05,7.50E+05,1.24E+05,2.92E+05,4.49E+04,5.73E+03,1.81E+04,1.52E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.12E+02,1.03E+03,7.54E+02,1.37E+00,2.12E+02,1.23E-05,2.60E+01,3.66E+01,3.74E+01,0.210858934,0.412972241,0.376168825,2.59E+00,6.12E-01,2.08E+02,3.45E+03,1.72E+03,7.82E+02,7.16E+03,3.58E+03,1.46E+03
3.04E+02,-2.40E+01,0.00E+00,3.00E+01,4.08E+06,4.85E+06,0.00E+00,1.43E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,8.20E+05,7.55E+05,1.19E+05,3.02E+05,4.65E+04,5.92E+03,1.78E+04,1.51E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.13E+02,1.04E+03,7.57E+02,1.37E+00,2.13E+02,1.22E-05,2.60E+01,3.52E+01,3.88E+01,0.218437531,0.393928459,0.387634011,2.59E+00,6.04E-01,2.25E+02,3.33E+03,1.67E+03,7.62E+02,7.39E+03,3.70E+03,1.51E+03
3.05E+02,-2.10E+01,0.00E+00,3.00E+01,4.07E+06,4.84E+06,0.00E+00,1.43E+07,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.53E+01,8.22E+05,7.56E+05,1.14E+05,3.09E+05,4.79E+04,6.05E+03,1.67E+04,1.55E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.14E+02,1.05E+03,7.60E+02,1.38E+00,2.14E+02,1.19E-05,2.60E+01,3.37E+01,4.02E+01,0.225899513,0.37535248,0.398748007,2.59E+00,6.01E-01,2.43E+02,3.15E+03,1.58E+03,7.22E+02,7.58E+03,3.79E+03,1.55E+03
3.06E+02,-1.80E+01,0.00E+00,3.00E+01,4.07E+06,4.84E+06,0.00E+00,1.44E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,8.25E+05,7.59E+05,1.10E+05,3.18E+05,4.92E+04,6.12E+03,1.61E+04,1.49E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.15E+02,1.07E+03,7.63E+02,1.40E+00,2.15E+02,1.21E-05,2.60E+01,3.23E+01,4.17E+01,0.233253859,0.357223493,0.409522647,2.59E+00,5.91E-01,2.60E+02,3.05E+03,1.52E+03,6.90E+02,7.81E+03,3.91E+03,1.59E+03
3.07E+02,-1.50E+01,0.00E+00,3.00E+01,4.06E+06,4.82E+06,0.00E+00,1.40E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.53E+01,8.22E+05,7.56E+05,1.03E+05,3.22E+05,4.98E+04,6.27E+03,1.54E+04,1.51E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.16E+02,1.08E+03,7.65E+02,1.41E+00,2.16E+02,1.17E-05,2.59E+01,3.09E+01,4.32E+01,0.240459738,0.339641346,0.419898916,2.58E+00,5.82E-01,2.73E+02,2.89E+03,1.44E+03,6.68E+02,7.86E+03,3.93E+03,1.60E+03
3.08E+02,-1.20E+01,0.00E+00,3.00E+01,4.06E+06,4.81E+06,0.00E+00,1.39E+07,1.17E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,8.22E+05,7.56E+05,9.74E+04,3.26E+05,5.07E+04,6.48E+03,1.45E+04,1.53E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.17E+02,1.09E+03,7.66E+02,1.43E+00,2.17E+02,1.16E-05,2.58E+01,2.96E+01,4.46E+01,0.247516134,0.322606376,0.42987749,2.58E+00,5.77E-01,2.85E+02,2.72E+03,1.36E+03,6.13E+02,8.01E+03,4.01E+03,1.63E+03
3.09E+02,-9.00E+00,0.00E+00,3.00E+01,4.05E+06,4.81E+06,0.00E+00,1.40E+07,1.17E+05,0.00E+00,0.00E+00,0.00E+00,3.49E+01,8.25E+05,7.58E+05,9.39E+04,3.35E+05,5.15E+04,6.66E+03,1.41E+04,1.42E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.18E+02,1.11E+03,7.66E+02,1.45E+00,2.18E+02,1.16E-05,2.56E+01,2.83E+01,4.61E+01,0.254423172,0.306120634,0.439456194,2.57E+00,5.73E-01,3.02E+02,2.61E+03,1.30E+03,5.92E+02,8.23E+03,4.11E+03,1.64E+03
3.10E+02,-6.00E+00,0.00E+00,3.00E+01,4.09E+06,4.86E+06,0.00E+00,1.42E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,8.44E+05,7.75E+05,9.09E+04,3.50E+05,5.41E+04,6.92E+03,1.37E+04,1.49E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.19E+02,1.15E+03,7.85E+02,1.47E+00,2.19E+02,1.14E-05,2.54E+01,2.70E+01,4.76E+01,0.261147208,0.290259083,0.448593709,2.57E+00,5.96E-01,3.48E+02,2.50E+03,1.25E+03,5.77E+02,8.61E+03,4.30E+03,1.73E+03
3.11E+02,-3.00E+00,0.00E+00,3.00E+01,4.10E+06,4.86E+06,0.00E+00,1.46E+07,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.53E+01,8.40E+05,7.71E+05,8.69E+04,3.55E+05,5.52E+04,7.24E+03,1.33E+04,1.47E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.20E+02,1.17E+03,7.87E+02,1.49E+00,2.20E+02,1.13E-05,2.52E+01,2.57E+01,4.91E+01,0.267702381,0.274987478,0.457310141,2.57E+00,5.80E-01,3.64E+02,2.41E+03,1.20E+03,5.67E+02,8.68E+03,4.34E+03,1.78E+03
3.12E+02,0.00E+00,0.00E+00,3.00E+01,4.10E+06,4.85E+06,0.00E+00,1.43E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,8.52E+05,7.81E+05,8.18E+04,3.61E+05,5.55E+04,7.35E+03,1.25E+04,1.52E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.21E+02,1.19E+03,7.89E+02,1.50E+00,2.21E+02,1.11E-05,2.49E+01,2.45E+01,5.05E+01,0.27406188,0.260366386,0.465571734,2.56E+00,5.77E-01,3.80E+02,2.27E+03,1.13E+03,5.27E+02,8.86E+03,4.43E+03,1.78E+03
3.13E+02,3.00E+00,0.00E+00,3.00E+01,4.09E+06,4.83E+06,0.00E+00,1.41E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,8.39E+05,7.71E+05,7.76E+04,3.63E+05,5.66E+04,7.76E+03,1.20E+04,1.46E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.22E+02,1.20E+03,7.89E+02,1.52E+00,2.22E+02,1.12E-05,2.47E+01,2.33E+01,5.20E+01,0.280231475,0.246375392,0.473393133,2.56E+00,5.65E-01,3.95E+02,2.15E+03,1.08E+03,4.99E+02,8.91E+03,4.45E+03,1.80E+03
3.14E+02,6.00E+00,0.00E+00,3.00E+01,4.09E+06,4.82E+06,0.00E+00,1.40E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,8.44E+05,7.74E+05,7.34E+04,3.67E+05,5.74E+04,7.62E+03,1.14E+04,1.48E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.23E+02,1.22E+03,7.92E+02,1.54E+00,2.23E+02,1.10E-05,2.43E+01,2.22E+01,5.35E+01,0.286218329,0.232995456,0.480786215,2.56E+00,5.57E-01,4.08E+02,2.02E+03,1.01E+03,4.81E+02,9.02E+03,4.51E+03,1.85E+03
3.15E+02,9.00E+00,0.00E+00,3.00E+01,4.07E+06,4.82E+06,0.00E+00,1.40E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,8.37E+05,7.69E+05,6.94E+04,3.71E+05,5.76E+04,7.62E+03,1.07E+04,1.42E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.24E+02,1.23E+03,7.90E+02,1.56E+00,2.24E+02,1.10E-05,2.40E+01,2.11E+01,5.49E+01,0.292002086,0.220268293,0.487729621,2.55E+00,5.45E-01,4.21E+02,1.92E+03,9.62E+02,4.43E+02,9.09E+03,4.55E+03,1.84E+03
3.16E+02,1.20E+01,0.00E+00,3.00E+01,4.05E+06,4.81E+06,0.00E+00,1.42E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.53E+01,8.37E+05,7.68E+05,6.54E+04,3.71E+05,5.77E+04,7.76E+03,1.02E+04,1.50E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.25E+02,1.24E+03,7.93E+02,1.57E+00,2.25E+02,1.09E-05,2.36E+01,2.00E+01,5.64E+01,0.297602972,0.208142891,0.494254138,2.55E+00,5.39E-01,4.36E+02,1.81E+03,9.06E+02,4.29E+02,9.11E+03,4.56E+03,1.84E+03
3.17E+02,1.50E+01,0.00E+00,3.00E+01,4.04E+06,4.80E+06,0.00E+00,1.42E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,8.37E+05,7.69E+05,6.20E+04,3.76E+05,5.88E+04,8.03E+03,9.70E+03,1.44E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.26E+02,1.26E+03,7.93E+02,1.59E+00,2.26E+02,1.09E-05,2.32E+01,1.90E+01,5.78E+01,0.3030036,0.196650976,0.500345424,2.55E+00,5.32E-01,4.49E+02,1.71E+03,8.57E+02,4.06E+02,9.21E+03,4.60E+03,1.87E+03
3.18E+02,1.80E+01,0.00E+00,3.00E+01,3.95E+06,4.71E+06,0.00E+00,1.04E+07,1.17E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,8.48E+05,7.78E+05,5.91E+04,3.80E+05,5.94E+04,8.21E+03,9.43E+03,1.46E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.27E+02,1.29E+03,8.03E+02,1.60E+00,2.27E+02,1.08E-05,2.28E+01,1.80E+01,5.92E+01,0.308217461,0.18575766,0.50602488,2.54E+00,5.37E-01,4.79E+02,1.64E+03,8.19E+02,3.90E+02,9.33E+03,4.67E+03,1.88E+03
3.19E+02,2.10E+01,0.00E+00,3.00E+01,3.78E+06,4.56E+06,0.00E+00,0.00E+00,1.16E+05,0.00E+00,0.00E+00,0.00E+00,3.49E+01,8.47E+05,7.77E+05,5.65E+04,3.82E+05,5.94E+04,8.34E+03,8.71E+03,1.47E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.28E+02,1.30E+03,8.04E+02,1.61E+00,2.28E+02,1.08E-05,2.23E+01,1.70E+01,6.06E+01,0.313256108,0.175431122,0.511312771,2.54E+00,5.28E-01,4.86E+02,1.57E+03,7.84E+02,3.60E+02,9.35E+03,4.68E+03,1.89E+03
3.20E+02,2.40E+01,0.00E+00,3.00E+01,4.05E+06,4.84E+06,0.00E+00,1.38E+07,1.17E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,8.38E+05,7.70E+05,5.25E+04,3.80E+05,5.93E+04,8.29E+03,8.50E+03,1.48E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.29E+02,1.31E+03,8.05E+02,1.63E+00,2.29E+02,1.08E-05,2.19E+01,1.61E+01,6.20E+01,0.318108453,0.165687082,0.516204464,2.54E+00,5.23E-01,4.99E+02,1.44E+03,7.20E+02,3.48E+02,9.33E+03,4.66E+03,1.87E+03
3.21E+02,2.70E+01,0.00E+00,3.00E+01,4.06E+06,4.84E+06,0.00E+00,1.46E+07,1.17E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,8.32E+05,7.64E+05,4.98E+04,3.80E+05,5.95E+04,8.65E+03,7.84E+03,1.49E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.30E+02,1.32E+03,8.06E+02,1.63E+00,2.30E+02,1.07E-05,2.14E+01,1.52E+01,6.34E+01,0.322796433,0.156474826,0.520728742,2.53E+00,5.20E-01,5.07E+02,1.37E+03,6.86E+02,3.15E+02,9.29E+03,4.65E+03,1.88E+03
3.22E+02,3.00E+01,0.00E+00,3.00E+01,3.77E+06,4.53E+06,0.00E+00,0.00E+00,1.17E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,8.29E+05,7.62E+05,4.73E+04,3.80E+05,5.94E+04,8.72E+03,7.72E+03,1.46E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.31E+02,1.32E+03,8.05E+02,1.64E+00,2.31E+02,1.07E-05,2.09E+01,1.44E+01,6.47E+01,0.327311091,0.147802632,0.524886277,2.52E+00,5.16E-01,5.13E+02,1.29E+03,6.44E+02,3.08E+02,9.33E+03,4.66E+03,1.88E+03
3.27E+02,-3.00E+01,3.00E+00,3.00E+01,4.07E+06,4.85E+06,0.00E+00,1.44E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.49E+01,8.22E+05,7.56E+05,1.21E+05,3.02E+05,4.58E+04,5.25E+03,1.77E+04,1.49E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.35E+02,1.04E+03,7.48E+02,1.39E+00,2.35E+02,1.25E-05,2.83E+01,3.67E+01,3.49E+01,0.221504464,0.426411713,0.352083823,2.58E+00,6.63E-01,1.66E+02,3.36E+03,1.68E+03,7.62E+02,7.42E+03,3.71E+03,1.49E+03
3.28E+02,-2.70E+01,3.00E+00,3.00E+01,4.07E+06,4.83E+06,0.00E+00,1.43E+07,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,8.28E+05,7.62E+05,1.17E+05,3.13E+05,4.76E+04,5.23E+03,1.73E+04,1.52E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.36E+02,1.03E+03,7.51E+02,1.37E+00,2.36E+02,1.24E-05,2.84E+01,3.53E+01,3.63E+01,0.229829597,0.407100066,0.363070337,2.60E+00,6.35E-01,1.85E+02,3.25E+03,1.62E+03,7.48E+02,7.68E+03,3.84E+03,1.54E+03
