# register#,plate_x,plate_y,Seconds,i0,i1,mon,bstop,Omron,CH6,    CH7,TEMP,marccd,ICRxT,OCRxT,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,    ROI10,RIO11,ROI12,ROI13,SWX,CCD1,CTEMP,Timer,pd1,pd2,pd3,pd4,pd5,pd6,pd7,    pd8,pd9,pd10,pd11,pd12,pd13,pd14,pd15,pd16,scan#,Imax,Iave,ratio,scan#,texture,Co,Fe,Zr,,,,# Fe_alpha,Fe_beta,Co_alpha,Co_beta,# peak_position, peak_width, peak_intensity
56,-17.998,-30.0003,30,3873308,4607051,0,14544724,117543,0,0,0,35.048466,498000,472290,182713,131119,19599,6826,1044,3731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10E+01,1.04E+03,6.44E+02,1.61E+00,1.10E+01,1.71E-05,9.220416115,20.33265094,70.44693294,,,,6.61E+03,8.99E+02,3.48E+03,4.77E+02,2.53E+00,4.70E-01,3.59E+02
57,-15,-30.0003,30,3886388,4615133,0,14200429,117060,0,0,0,35.07479,487890,462900,171081,130679,19632,7079,1025,3898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20E+01,1.08E+03,6.47E+02,1.67E+00,1.20E+01,1.66E-05,9.039229915,18.68602624,72.27474384,,,,6.16E+03,8.38E+02,3.52E+03,4.82E+02,2.53E+00,4.50E-01,4.03E+02
58,-12.002,-30.0003,30,3902719,4633675,0,13893546,117132,0,0,0,35.167776,480300,455760,161766,129467,20084,7774,1064,3890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30E+01,1.13E+03,6.56E+02,1.72E+00,1.30E+01,1.60E-05,8.841073944,17.15074657,74.00817949,,,,5.82E+03,7.92E+02,3.56E+03,4.87E+02,2.52E+00,4.37E-01,4.46E+02
59,-8.999,-30.0003,30,3901624,4630684,0,14295830,116698,0,0,0,35.02056,470130,446700,151259,127101,20334,8087,996,4183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40E+01,1.17E+03,6.58E+02,1.78E+00,1.40E+01,1.61E-05,8.628101731,15.72173629,75.65016197,,,,5.44E+03,7.40E+02,3.69E+03,5.05E+02,2.52E+00,4.21E-01,4.88E+02
60,-6.001,-30.0003,30,3899914,4623836,0,13958405,115952,0,0,0,35.091515,455730,433440,140309,124136,20427,8312,948,4181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50E+01,1.23E+03,6.58E+02,1.87E+00,1.50E+01,1.67E-05,8.403660233,14.40009921,77.19624055,,,,5.05E+03,6.87E+02,3.68E+03,5.04E+02,2.51E+00,3.91E-01,5.37E+02
61,-2.99801,-30.0003,30,3899100,4617190,0,14158973,118015,0,0,0,35.208889,442740,421680,130565,121256,20750,8768,953,4217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60E+01,1.34E+03,6.64E+02,2.02E+00,1.60E+01,1.73E-05,8.16924339,13.1771155,78.65364111,,,,4.67E+03,6.35E+02,3.70E+03,5.07E+02,2.50E+00,3.43E-01,6.28E+02
62,0,-30.0003,30,3888885,4606500,0,13902848,117115,0,0,0,34.958908,434970,414510,121626,119289,20760,9276,870,4284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70E+01,1.49E+03,6.66E+02,2.24E+00,1.70E+01,1.80E-05,7.927886185,12.05197436,80.02013946,,,,4.34E+03,5.90E+02,3.65E+03,5.01E+02,2.50E+00,2.59E-01,7.95E+02
63,2.99801,-30.0003,30,3879238,4597559,0,13781699,117547,0,0,0,35.164804,419220,399960,113824,116785,20909,9511,933,4246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80E+01,1.72E+03,6.75E+02,2.54E+00,1.80E+01,1.69E-05,7.681351079,11.01742422,81.3012247,,,,4.06E+03,5.52E+02,3.64E+03,4.99E+02,2.50E+00,2.15E-01,9.79E+02
64,6.001,-30.0003,30,3875603,4592711,0,14118983,116549,0,0,0,35.063323,412650,393990,106312,114624,20711,9748,913,4319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90E+01,2.01E+03,6.82E+02,2.95E+00,1.90E+01,1.59E-05,7.430978563,10.06647812,82.50254332,,,,3.76E+03,5.11E+02,3.61E+03,4.94E+02,2.50E+00,1.74E-01,1.23E+03
65,8.999,-30.0003,30,3876155,4594824,0,14098932,117005,0,0,0,34.996526,411480,392790,98881,111446,20654,10124,965,4448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00E+01,2.40E+03,6.83E+02,3.52E+00,2.00E+01,1.62E-05,7.179272222,9.196802444,83.62392533,,,,3.51E+03,4.77E+02,3.61E+03,4.94E+02,2.50E+00,1.38E-01,1.60E+03
66,12.002,-30.0003,30,3902107,4633604,0,13760435,117371,0,0,0,35.055399,413520,394650,93485,109592,21040,10529,865,4722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10E+01,2.98E+03,6.92E+02,4.31E+00,2.10E+01,1.79E-05,6.926988947,8.400029159,84.67298189,,,,3.30E+03,4.49E+02,3.60E+03,4.93E+02,2.50E+00,1.07E-01,2.18E+03
67,15,-30.0003,30,3901862,4625168,0,14361686,117758,0,0,0,35.187827,402420,384300,85878,106344,20870,10658,900,4733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20E+01,3.66E+03,6.96E+02,5.26E+00,2.20E+01,2.26E-05,6.676097361,7.67334772,85.65055492,,,,3.03E+03,4.12E+02,3.55E+03,4.86E+02,2.50E+00,8.78E-02,2.90E+03
68,17.998,-30.0003,30,3891061,4618416,0,14124237,117443,0,0,0,35.243288,393360,376050,79841,102211,20541,10902,806,4787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30E+01,4.35E+03,7.02E+02,6.19E+00,2.30E+01,3.29E-05,6.427380716,7.01008459,86.56253469,,,,2.83E+03,3.85E+02,3.40E+03,4.66E+02,2.50E+00,7.76E-02,3.63E+03
80,-21.001,-27.0001,30,3874807,4618138,0,13724808,117107,0,0,0,34.926037,531150,502050,203386,143520,20473,6168,1097,3705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40E+01,9.88E+02,6.46E+02,1.53E+00,2.40E+01,1.73E-05,10.24170031,23.22937543,66.52892426,,,,7.39E+03,1.01E+03,3.73E+03,5.11E+02,2.55E+00,5.11E-01,3.08E+02
81,-17.998,-27.0001,30,3874752,4611303,0,14344628,116484,0,0,0,35.032508,516840,489240,190765,141659,21114,6847,1078,3953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50E+01,1.03E+03,6.48E+02,1.59E+00,2.50E+01,1.70E-05,10.08727479,21.41677524,68.49594997,,,,6.93E+03,9.42E+02,3.78E+03,5.18E+02,2.54E+00,4.83E-01,3.49E+02
82,-15,-27.0001,30,3862142,4598819,0,14033819,117381,0,0,0,35.132905,502080,475800,179064,139848,21174,7065,1067,3970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60E+01,1.07E+03,6.50E+02,1.65E+00,2.60E+01,1.64E-05,9.910252293,19.71822975,70.37151796,,,,6.47E+03,8.80E+02,3.81E+03,5.22E+02,2.54E+00,4.61E-01,3.92E+02
83,-12.002,-27.0001,30,3851031,4590051,0,14019196,116335,0,0,0,35.141885,490950,465840,167001,137593,21425,7479,1043,3938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70E+01,1.11E+03,6.50E+02,1.70E+00,2.70E+01,1.64E-05,9.713163043,18.12969913,72.15713782,,,,6.05E+03,8.23E+02,3.83E+03,5.24E+02,2.53E+00,4.44E-01,4.27E+02
84,-8.999,-27.0001,30,3854934,4593685,0,14297225,116956,0,0,0,35.10804,477270,453150,154562,133553,21085,7705,923,4160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80E+01,1.14E+03,6.51E+02,1.75E+00,2.80E+01,1.60E-05,9.498165591,16.64680375,73.85503066,,,,5.57E+03,7.57E+02,3.75E+03,5.14E+02,2.52E+00,4.35E-01,4.60E+02
85,-6.001,-27.0001,30,3896322,4635235,0,14219750,117329,0,0,0,35.668213,463860,440940,145052,133253,21588,8163,979,4140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90E+01,1.20E+03,6.61E+02,1.81E+00,2.90E+01,1.61E-05,9.268757284,15.27145502,75.45978769,,,,5.22E+03,7.10E+02,3.83E+03,5.25E+02,2.52E+00,4.12E-01,5.09E+02
86,-2.99801,-27.0001,30,3895235,4625717,0,14191545,117802,0,0,0,35.182954,457410,435060,134922,129524,21721,8569,1001,4152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00E+01,1.27E+03,6.61E+02,1.92E+00,3.00E+01,1.69E-05,9.026766696,13.99534549,76.97788782,,,,4.84E+03,6.58E+02,3.93E+03,5.38E+02,2.51E+00,3.78E-01,5.69E+02
87,0,-27.0001,30,3885572,4616547,0,14154096,118025,0,0,0,34.952786,449730,428010,124538,126951,21606,8869,933,4339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10E+01,1.38E+03,6.63E+02,2.08E+00,3.10E+01,1.79E-05,8.775355244,12.81827139,78.40637337,,,,4.45E+03,6.05E+02,3.77E+03,5.17E+02,2.50E+00,3.26E-01,6.64E+02
88,2.99801,-27.0001,30,3875555,4601552,0,14061003,116972,0,0,0,35.455861,434670,414390,116537,123686,21463,9112,911,4350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20E+01,1.54E+03,6.65E+02,2.31E+00,3.20E+01,1.83E-05,8.516435815,11.73327597,79.75028821,,,,4.15E+03,5.65E+02,3.87E+03,5.30E+02,2.50E+00,2.47E-01,8.34E+02
89,6.001,-27.0001,30,3869119,4596894,0,13985396,116823,0,0,0,35.849742,419370,400290,107907,120556,21768,9503,894,4446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.30E+01,1.75E+03,6.67E+02,2.62E+00,3.30E+01,1.80E-05,8.251655977,10.7336837,81.01466033,,,,3.82E+03,5.20E+02,3.87E+03,5.31E+02,2.50E+00,2.08E-01,1.01E+03
90,8.999,-27.0001,30,3860034,4593505,0,14056931,116778,0,0,0,35.141695,418380,399390,100706,117749,21537,9814,875,4451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40E+01,2.04E+03,6.70E+02,3.04E+00,3.40E+01,1.72E-05,7.983843383,9.817529157,82.19862746,,,,3.57E+03,4.85E+02,3.78E+03,5.18E+02,2.50E+00,1.71E-01,1.27E+03
91,12.002,-27.0001,30,3853274,4583366,0,14026824,117436,0,0,0,35.039222,404940,386940,94793,116067,21748,10071,868,4514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50E+01,2.43E+03,6.85E+02,3.54E+00,3.50E+01,1.53E-05,7.713772714,8.976347289,83.30988,,,,3.34E+03,4.55E+02,3.76E+03,5.15E+02,2.50E+00,1.35E-01,1.63E+03
92,15,-27.0001,30,3849285,4579205,0,14266355,117570,0,0,0,35.185991,403920,385590,87823,112869,21732,10275,873,4526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60E+01,2.95E+03,6.84E+02,4.31E+00,3.60E+01,1.81E-05,7.44382499,8.207665176,84.34850983,,,,3.09E+03,4.21E+02,3.71E+03,5.08E+02,2.50E+00,1.06E-01,2.18E+03
93,17.998,-27.0001,30,3893518,4630958,0,14213157,117518,0,0,0,34.921142,406680,388680,83248,111055,21627,10875,875,4881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.70E+01,3.64E+03,6.99E+02,5.22E+00,3.70E+01,2.38E-05,7.174915833,7.504825075,85.32025909,,,,2.91E+03,3.95E+02,3.71E+03,5.08E+02,2.51E+00,8.87E-02,2.90E+03
94,21.001,-27.0001,30,3891039,4625027,0,14456904,118063,0,0,0,35.168062,395880,378510,76580,106778,21259,11136,881,4727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80E+01,4.28E+03,7.02E+02,6.10E+00,3.80E+01,3.45E-05,6.907699628,6.861687713,86.23061266,,,,2.66E+03,3.62E+02,3.59E+03,4.92E+02,2.50E+00,7.91E-02,3.59E+03
104,-23.999,-24,30,3876640,4616046,0,13981699,117844,0,0,0,35.151548,559620,527580,225596,156003,21361,5825,1200,3588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90E+01,9.44E+02,6.49E+02,1.46E+00,3.90E+01,1.74E-05,11.28233976,26.3213961,62.39626414,,,,8.22E+03,1.12E+03,4.08E+03,5.59E+02,2.57E+00,5.69E-01,2.58E+02
105,-21.001,-24,30,3875585,4612679,0,14752382,117203,0,0,0,35.011052,544800,514500,210646,153613,21459,6171,1074,3715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00E+01,9.76E+02,6.47E+02,1.51E+00,4.00E+01,1.73E-05,11.16744505,24.35984331,64.47271163,,,,7.71E+03,1.05E+03,4.11E+03,5.63E+02,2.56E+00,5.27E-01,2.94E+02
106,-17.998,-24,30,3863062,4595498,0,14235393,117828,0,0,0,35.026207,531150,502110,196243,152120,22162,6469,1096,3746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10E+01,1.02E+03,6.49E+02,1.56E+00,4.10E+01,1.73E-05,11.02348849,22.50224,66.4742715,,,,7.15E+03,9.72E+02,4.16E+03,5.70E+02,2.55E+00,4.98E-01,3.32E+02
107,-15,-24,30,3851891,4585284,0,14104680,117456,0,0,0,35.084179,516300,488670,183473,148846,21872,6951,1036,3706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20E+01,1.05E+03,6.49E+02,1.62E+00,4.20E+01,1.69E-05,10.85342147,20.75609933,68.3904792,,,,6.66E+03,9.06E+02,4.10E+03,5.62E+02,2.54E+00,4.75E-01,3.70E+02
108,-12.002,-24,30,3844185,4579360,0,14100454,116889,0,0,0,35.058711,500040,474060,169584,144771,22055,7281,1041,3946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30E+01,1.08E+03,6.47E+02,1.67E+00,4.30E+01,1.67E-05,10.65983221,19.11795083,70.22221696,,,,6.15E+03,8.36E+02,4.06E+03,5.56E+02,2.54E+00,4.55E-01,4.04E+02
109,-8.999,-24,30,3833649,4572057,0,13952661,116533,0,0,0,35.022088,487110,462030,157184,141472,22311,7295,995,3822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40E+01,1.11E+03,6.48E+02,1.72E+00,4.40E+01,1.62E-05,10.44511306,17.58426345,71.97062348,,,,5.70E+03,7.75E+02,4.07E+03,5.57E+02,2.53E+00,4.43E-01,4.39E+02
110,-6.001,-24,30,3873759,4622915,0,14003786,117096,0,0,0,34.964144,483150,458730,148235,139858,22413,7956,972,4062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50E+01,1.17E+03,6.60E+02,1.77E+00,4.50E+01,1.57E-05,10.21280995,16.15778664,73.62940341,,,,5.36E+03,7.29E+02,4.06E+03,5.56E+02,2.52E+00,4.30E-01,4.80E+02
111,-2.99801,-24,30,3872457,4623206,0,14604618,117357,0,0,0,35.164087,467370,443970,137689,137743,22932,8141,981,4104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60E+01,1.22E+03,6.61E+02,1.84E+00,4.60E+01,1.61E-05,9.964811109,14.83055966,75.20462923,,,,4.95E+03,6.73E+02,4.30E+03,5.90E+02,2.52E+00,4.03E-01,5.24E+02
112,0,-24,30,3866679,4613630,0,14520155,117354,0,0,0,34.964237,459810,437340,128062,134226,22510,8430,975,4198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.70E+01,1.29E+03,6.61E+02,1.95E+00,4.70E+01,1.69E-05,9.704662596,13.6031438,76.6921936,,,,4.60E+03,6.26E+02,4.00E+03,5.48E+02,2.51E+00,3.66E-01,5.88E+02
113,2.99801,-24,30,3868753,4605152,0,14685513,116053,0,0,0,35.096276,447270,425730,119031,131159,22389,8883,936,4293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80E+01,1.41E+03,6.62E+02,2.12E+00,4.80E+01,1.78E-05,9.434425073,12.46897328,78.09660164,,,,4.26E+03,5.80E+02,4.13E+03,5.66E+02,2.51E+00,3.08E-01,6.96E+02
114,6.001,-24,30,3856127,4591212,0,14052836,117366,0,0,0,35.164094,436830,416250,110879,128161,22534,9180,961,4378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90E+01,1.57E+03,6.64E+02,2.36E+00,4.90E+01,1.72E-05,9.155990584,11.42151427,79.42249515,,,,3.93E+03,5.34E+02,4.06E+03,5.56E+02,2.50E+00,2.42E-01,8.58E+02
115,8.999,-24,30,3849754,4583351,0,14273898,117211,0,0,0,35.028771,428970,408870,102583,124681,22327,9446,873,4461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00E+01,1.77E+03,6.66E+02,2.66E+00,5.00E+01,1.74E-05,8.87237009,10.45930985,80.66832006,,,,3.63E+03,4.93E+02,4.01E+03,5.49E+02,2.50E+00,2.03E-01,1.04E+03
116,12.002,-24,30,3838253,4571930,0,14145598,117044,0,0,0,34.998449,420330,401010,95589,121726,22316,9820,853,4514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10E+01,2.03E+03,6.67E+02,3.04E+00,5.10E+01,1.69E-05,8.58461846,9.574015626,81.84136591,,,,3.39E+03,4.61E+02,3.98E+03,5.45E+02,2.50E+00,1.68E-01,1.27E+03
117,15,-24,30,3832947,4567435,0,14105984,115795,0,0,0,35.028908,413190,394410,89385,119120,22696,10248,879,4530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.20E+01,2.40E+03,6.71E+02,3.57E+00,5.20E+01,1.72E-05,8.29545748,8.763394384,82.94114814,,,,3.16E+03,4.30E+02,3.98E+03,5.45E+02,2.50E+00,1.35E-01,1.62E+03
118,17.998,-24,30,3870875,4617370,0,14336262,116710,0,0,0,35.135277,401190,383340,84867,118729,22360,10484,853,4584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.30E+01,2.93E+03,6.97E+02,4.21E+00,5.30E+01,1.74E-05,8.005925684,8.020745459,83.97332886,,,,2.99E+03,4.07E+02,3.94E+03,5.40E+02,2.51E+00,1.08E-01,2.15E+03
119,21.001,-24,30,3861683,4615078,0,14031932,117057,0,0,0,34.974115,404130,386040,79215,115121,22616,10792,926,4645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40E+01,3.54E+03,6.99E+02,5.06E+00,5.40E+01,2.40E-05,7.716860798,7.340050296,84.94308891,,,,2.79E+03,3.79E+02,3.86E+03,5.29E+02,2.51E+00,9.11E-02,2.80E+03
120,23.999,-24,30,3860236,4612037,0,14598676,116987,0,0,0,35.169315,400860,382920,74075,111470,22393,11011,883,4972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.50E+01,4.14E+03,7.00E+02,5.92E+00,5.50E+01,3.45E-05,7.430456545,6.71872986,85.85081359,,,,2.59E+03,3.52E+02,3.80E+03,5.21E+02,2.51E+00,8.16E-02,3.44E+03
128,-27.002,-20.9998,30,3849968,4604152,0,14260698,117348,0,0,0,35.100036,590850,555840,247756,167443,22354,5199,1289,3554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.60E+01,9.51E+02,6.49E+02,1.47E+00,5.60E+01,1.73E-05,12.32307563,29.57560977,58.1013146,,,,9.06E+03,1.23E+03,4.31E+03,5.90E+02,2.59E+00,6.37E-01,2.11E+02
129,-23.999,-20.9998,30,3844536,4591741,0,14249086,117243,0,0,0,35.081454,577050,543480,232746,166292,22866,5519,1202,3493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70E+01,9.49E+02,6.48E+02,1.46E+00,5.70E+01,1.74E-05,12.26000751,27.47575208,60.26424041,,,,8.49E+03,1.15E+03,4.37E+03,5.98E+02,2.58E+00,5.91E-01,2.45E+02
130,-21.001,-20.9998,30,3837741,4583696,0,14212908,116683,0,0,0,35.054827,560130,528600,217001,163944,22929,5987,1204,3597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80E+01,9.61E+02,6.47E+02,1.48E+00,5.80E+01,1.72E-05,12.16235438,25.47874367,62.35890194,,,,7.89E+03,1.07E+03,4.41E+03,6.04E+02,2.57E+00,5.55E-01,2.81E+02
